fx_mean,fx_std,fx_min,fx_max,fx_abs_mean,fy_mean,fy_std,fy_min,fy_max,fy_abs_mean,fz_mean,fz_std,fz_min,fz_max,fz_abs_mean,mz_mean,mz_std,mz_min,mz_max,mz_abs_mean,cycle_id,force_file
0.38530683563826545,13.629317114119681,-36.16106167,35.25879154,11.347843764989847,0.5032374526823726,10.264998933066225,-32.14918965,30.16879589,8.55216488413723,81.99075686863809,35.21786718981303,-7.3341269,135.92410617,81.99565067480081,0.08035724984718176,0.03259515770682151,-0.07225136,0.1941235,0.0806396431125544,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-26-1.txt
-3.5794452889206174,12.626199499328276,-37.66895472,25.60052694,10.683119746510387,-7.691252511598684,10.105356633953205,-39.7144003,18.15237807,9.907609588553072,61.62412115062928,26.03766957677593,-2.10821195,108.4907587,61.62765298630973,0.07092500856269475,0.0492182441850945,-0.07728258,0.25819281,0.07162049040625819,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-26-3.txt
-8.323449390175007,11.147930461145506,-43.49839397,19.94656186,9.766134166445879,-4.424010734099961,10.967457291794783,-38.22111039,25.39932342,8.196815596047756,51.40629239239997,22.199404877278113,-1.61808113,88.55591044,51.40921988454046,0.05910435921158456,0.057207159273858804,-0.08271893,0.24469108,0.06252319458250974,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-26-4.txt
1.0526661387514582,14.07137396440444,-34.46169156,35.9260152,11.36409839510078,1.7910263918777871,11.243689980747602,-29.93076423,33.32236763,8.990347048929547,86.6095146593968,35.7705688364328,-0.90534381,144.18938712,86.61445496996865,0.08032711212549949,0.036135118967889894,-0.07604734,0.22367887,0.08077335483312639,5,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-27-1.txt
-7.272861385329258,12.529310806033836,-47.07859681,20.85789611,10.521703496048046,-6.160981087904214,12.412926000038967,-43.98896487,30.21888654,10.189475325028424,55.950350137394445,25.34262045934962,-2.34606637,103.9313973,55.96330611676451,0.06667802645887436,0.0649046734240837,-0.08140883,0.26932533,0.06786644921224401,6,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-27-2.txt
-8.804477891096315,12.695707163172473,-47.76028491,31.98650693,10.451482160265792,-5.8205915932376895,12.12667606051303,-41.64095024,20.59638306,8.959813870924267,62.57007928571182,28.867756920081295,-1.67417317,110.42343075,62.572265757429555,0.06541418199628105,0.06048081188875004,-0.08550426,0.26457594,0.06801476410227406,7,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-27-3.txt
-6.8935656638718665,14.348163134467164,-54.3142437,22.10286293,12.091951327788165,-4.248099902215063,11.541548425884958,-40.77439023,32.71738719,10.136677623272812,56.4726096370746,24.865362638949062,-1.92402768,99.01285767,56.480132153804036,0.0760042114127604,0.04949501021019415,-0.08146828,0.25487902,0.07668371428433234,8,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-28-1.txt
-8.740228403134438,12.860094892316123,-50.28624534,23.43332863,11.505559239772456,-2.837738830250965,12.392365206424065,-34.22134746,29.12987744,9.586311495667966,53.95524485272575,24.05719192587883,-1.87272455,93.34756981,53.96329251321886,0.061293542391207524,0.05667525329016823,-0.10129149,0.24159528,0.06447181427161099,9,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-28-2.txt
-0.38248849732259393,12.586817071460027,-30.83381813,33.1648143,10.77605219279936,6.761688105684418,14.499501139172006,-25.36077982,49.35715193,12.879901161448233,82.03182387331226,31.464704324566448,-5.39716359,137.20166759,82.03326136801657,0.0702420081687193,0.046674934498095066,-0.0826859,0.24516007,0.07132247940981212,10,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-28-3.txt
6.035972998371666,11.750448201366535,-25.13525492,38.80016226,9.822657704447861,-2.021880356576804,10.586961932503595,-28.8902494,23.45720658,9.253899613417572,78.69663432364935,26.433621707145,-0.88282991,122.01581901,78.69714845073483,0.06748227101742145,0.04889532535880417,-0.08153873,0.24870505,0.06809061441830629,11,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-29-1.txt
-0.4317611809255751,14.78927450618654,-36.69132263,40.76665085,12.527903474331753,-9.255665559991796,11.946052542719421,-50.50309304,27.43662521,9.696640058583789,73.65505351495493,28.011025062454358,-4.03950572,116.36868763,73.65774112841788,0.08262169907829446,0.04755643125018776,-0.07400843,0.26931433,0.08311100777279079,12,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-29-2.txt
-0.1638848456072839,13.688221476405035,-34.92501487,40.63433419,11.717284283371185,-8.59019445875473,16.660932753622884,-59.29575504,31.10494267,12.972400326079805,77.48038891950532,29.76354169879493,-6.53959103,126.77862004,77.48457505366818,0.08892714149119434,0.0549044028446728,-0.07269613,0.27956391,0.08921052294354416,13,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-29-3.txt
9.52728716716094,11.81920412437275,-24.73153551,45.51556914,10.890283078573843,1.706140160458923,16.95735667132658,-41.28720113,43.88954142,14.090231842335973,76.74102247407157,25.861585034910963,-0.80048091,123.72213479,76.74141673769086,0.07921749061624152,0.053937212004804565,-0.0881663,0.25406654,0.08020731574022655,14,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-30-1.txt
7.013151155781755,15.035522568560845,-32.49518764,58.32185567,13.968604422409577,-2.1190199582902505,18.23999314204205,-40.49385324,47.51557288,16.282501047866617,80.54917727300682,30.1415192586293,-1.77138466,123.77575082,80.55068615617112,0.10011288976334737,0.05395287558827951,-0.05423585,0.28320136,0.10028762047573674,15,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-30-2.txt
6.5945931964227515,18.856021902416057,-40.16068125,65.70915746,16.904218027537716,-0.9930255338921192,17.11855399683672,-47.89334321,43.10898757,13.952040751780387,85.41114634088339,33.710057699624016,-1.7137514,136.9995338,85.41387668827267,0.0923556916837117,0.04821723229917718,-0.07128475,0.27051213,0.09278558199280962,16,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-30-3.txt
-7.585278830434437,18.863514683050887,-58.98123249,35.55786816,17.140539632074052,-10.184683776939485,14.289325753679126,-53.85168116,22.42700727,12.160811080952522,68.09088605888343,28.170052790618044,-2.23112999,115.21795143,68.10013888613236,0.09472620741646569,0.05795353454235691,-0.06919299,0.28415696,0.09512300929254539,17,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-30-4.txt
-2.1859614518981574,17.593575909166297,-62.06054628,41.82783186,14.207830407024916,7.4908084614511825,19.20297214517853,-42.48825508,59.58977837,15.591794465179847,85.2331104982009,36.340864081442746,-3.19427225,136.78875998,85.23901119115995,0.1009049373709215,0.05642457322151049,-0.06567444,0.30228035,0.10120553813203596,18,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-31-1.txt
-9.299736871645637,16.07153267611058,-57.46715536,43.35311518,13.05216582359535,-6.682744837615542,19.405308597964627,-60.35238602,37.20141266,15.126181743256879,78.16791437983738,31.022939241938406,-1.57657636,122.04141002,78.1692057192505,0.08958237197612426,0.05616667942060291,-0.07104694,0.28731661,0.0904921655879533,19,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-31-2.txt
-10.945437283362237,19.609268668834197,-72.60493042,27.94395111,18.142342799206602,-3.3345093675265285,17.100635798632215,-51.69475277,40.46942417,14.339943062891916,97.92172607433798,34.59362637283889,-6.15223118,151.01329807,97.9228496654096,0.1056892463377615,0.05384496972843305,-0.05110703,0.29483151,0.1059166953763804,20,D:\my\Future\QIT-CEMC Dataset\Force and torque data\01-31-3.txt
